# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	369	638	+							E2P69_RS22010	270		old_locus_tag=E2P69_22045
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	369	638	+	WP_005917968.1	WP_005917968.1		flagellar biosynthetic protein FliQ			E2P69_RS22010	270	89	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	652	1443	+					fliR		E2P69_RS22015	792		old_locus_tag=E2P69_22050
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	652	1443	+	WP_008572484.1	WP_008572484.1		flagellar biosynthetic protein FliR	fliR		E2P69_RS22015	792	263	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	1675	4596	+							E2P69_RS22020	2922		old_locus_tag=E2P69_22055
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	1675	4596	+	WP_033478653.1	WP_033478653.1		diguanylate cyclase			E2P69_RS22020	2922	973	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	4976	7897	+							E2P69_RS22030	2922		old_locus_tag=E2P69_22065
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	4976	7897	+	WP_074053137.1	WP_074053137.1		GGDEF domain-containing protein			E2P69_RS22030	2922	973	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	8168	10255	+							E2P69_RS22035	2088		old_locus_tag=E2P69_22070
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	8168	10255	+	WP_029819346.1	WP_029819346.1		bifunctional diguanylate cyclase/phosphodiesterase			E2P69_RS22035	2088	695	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	10402	11532	+					flhB		E2P69_RS22040	1131		old_locus_tag=E2P69_22075
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	10402	11532	+	WP_008572477.1	WP_008572477.1		flagellar biosynthesis protein FlhB	flhB		E2P69_RS22040	1131	376	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	11550	13622	+					flhA		E2P69_RS22045	2073		old_locus_tag=E2P69_22080
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	11550	13622	+	WP_029819345.1	WP_029819345.1		flagellar biosynthesis protein FlhA	flhA		E2P69_RS22045	2073	690	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	14296	15996	+					flhF		E2P69_RS22050	1701		old_locus_tag=E2P69_22085
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	14296	15996	+	WP_046931949.1	WP_046931949.1		flagellar biosynthesis protein FlhF	flhF		E2P69_RS22050	1701	566	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	15983	16867	+							E2P69_RS22055	885		old_locus_tag=E2P69_22090
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	15983	16867	+	WP_005918202.1	WP_005918202.1		MinD/ParA family protein			E2P69_RS22055	885	294	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	16864	17631	+							E2P69_RS22060	768		old_locus_tag=E2P69_22095
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	16864	17631	+	WP_008576048.1	WP_008576048.1		RNA polymerase sigma factor FliA			E2P69_RS22060	768	255	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	17667	18059	+					cheY		E2P69_RS22065	393		old_locus_tag=E2P69_22100
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	17667	18059	+	WP_002813536.1	WP_002813536.1		chemotaxis response regulator CheY	cheY		E2P69_RS22065	393	130	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	18059	18685	+							E2P69_RS22070	627		old_locus_tag=E2P69_22105
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	18059	18685	+	WP_005918195.1	WP_005918195.1		protein phosphatase CheZ			E2P69_RS22070	627	208	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	18688	19782	+							E2P69_RS22075	1095		partial;old_locus_tag=E2P69_22110
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000037.1	18688	19782	+	WP_145481368.1	WP_145481368.1		Hpt domain-containing protein			E2P69_RS22075	1095	365	partial
gene	pseudogene	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	1	148	-					tuf		E2P69_RS22080	148		partial;pseudo;old_locus_tag=E2P69_22115
CDS	without_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	1	148	-				elongation factor Tu	tuf		E2P69_RS22080	148		partial;pseudo
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	197	2314	-					fusA		E2P69_RS22085	2118		old_locus_tag=E2P69_22120
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	197	2314	-	WP_008574200.1	WP_008574200.1		elongation factor G	fusA		E2P69_RS22085	2118	705	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	2452	2919	-					rpsG		E2P69_RS22090	468		old_locus_tag=E2P69_22125
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	2452	2919	-	WP_005917592.1	WP_005917592.1		30S ribosomal protein S7	rpsG		E2P69_RS22090	468	155	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	2932	3306	-					rpsL		E2P69_RS22095	375		old_locus_tag=E2P69_22130
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	2932	3306	-	WP_002811712.1	WP_002811712.1		30S ribosomal protein S12	rpsL		E2P69_RS22095	375	124	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	3525	7739	-					rpoC		E2P69_RS22100	4215		old_locus_tag=E2P69_22135
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	3525	7739	-	WP_011346539.1	WP_011346539.1		DNA-directed RNA polymerase subunit beta'	rpoC		E2P69_RS22100	4215	1404	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	7840	11991	-					rpoB		E2P69_RS22105	4152		old_locus_tag=E2P69_22140
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	7840	11991	-	WP_029818764.1	WP_029818764.1		DNA-directed RNA polymerase subunit beta	rpoB		E2P69_RS22105	4152	1383	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	12277	12642	-					rplL		E2P69_RS22110	366		old_locus_tag=E2P69_22145
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	12277	12642	-	WP_008574194.1	WP_008574194.1		50S ribosomal protein L7/L12	rplL		E2P69_RS22110	366	121	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	12697	13230	-					rplJ		E2P69_RS22115	534		old_locus_tag=E2P69_22150
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	12697	13230	-	WP_005930748.1	WP_005930748.1		50S ribosomal protein L10	rplJ		E2P69_RS22115	534	177	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	13773	14471	-					rplA		E2P69_RS22120	699		old_locus_tag=E2P69_22155
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	13773	14471	-	WP_003486747.1	WP_003486747.1		50S ribosomal protein L1	rplA		E2P69_RS22120	699	232	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	14475	14903	-					rplK		E2P69_RS22125	429		old_locus_tag=E2P69_22160
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	14475	14903	-	WP_008574191.1	WP_008574191.1		50S ribosomal protein L11	rplK		E2P69_RS22125	429	142	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	15102	15659	-					nusG		E2P69_RS22130	558		old_locus_tag=E2P69_22165
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	15102	15659	-	WP_011346537.1	WP_011346537.1		transcription termination/antitermination protein NusG	nusG		E2P69_RS22130	558	185	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	15673	16080	-					secE		E2P69_RS22135	408		old_locus_tag=E2P69_22170
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	15673	16080	-	WP_005917581.1	WP_005917581.1		preprotein translocase subunit SecE	secE		E2P69_RS22135	408	135	
gene	tRNA	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	16130	16205	-							E2P69_RS22140	76		old_locus_tag=E2P69_22175
tRNA		GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	16130	16205	-				tRNA-Trp			E2P69_RS22140	76		anticodon=CCA
gene	pseudogene	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	16312	17465	-					tuf		E2P69_RS22145	1154		pseudo;old_locus_tag=E2P69_22180
CDS	without_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000038.1	16312	17465	-				elongation factor Tu	tuf		E2P69_RS22145	1154		pseudo
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	528	1739	-							E2P69_RS22150	1212		old_locus_tag=E2P69_22185
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	528	1739	-	WP_008571182.1	WP_008571182.1		tyrosine--tRNA ligase			E2P69_RS22150	1212	403	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	1910	3328	+							E2P69_RS22155	1419		old_locus_tag=E2P69_22190
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	1910	3328	+	WP_008571183.1	WP_008571183.1		M23 family metallopeptidase			E2P69_RS22155	1419	472	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	3711	4844	+							E2P69_RS22160	1134		old_locus_tag=E2P69_22195
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	3711	4844	+	WP_008571184.1	WP_008571184.1		anhydro-N-acetylmuramic acid kinase			E2P69_RS22160	1134	377	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	4886	5113	-							E2P69_RS22165	228		old_locus_tag=E2P69_22200
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	4886	5113	-	WP_003489057.1	WP_003489057.1		hypothetical protein			E2P69_RS22165	228	75	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	5172	6467	-							E2P69_RS22170	1296		old_locus_tag=E2P69_22205
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	5172	6467	-	WP_008571185.1	WP_008571185.1		MFS transporter			E2P69_RS22170	1296	431	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	6787	7587	-					xth		E2P69_RS22175	801		old_locus_tag=E2P69_22210
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	6787	7587	-	WP_008571186.1	WP_008571186.1		exodeoxyribonuclease III	xth		E2P69_RS22175	801	266	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	7714	8373	+					pyrE		E2P69_RS22180	660		old_locus_tag=E2P69_22215
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	7714	8373	+	WP_008571188.1	WP_008571188.1		orotate phosphoribosyltransferase	pyrE		E2P69_RS22180	660	219	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	8423	9073	+							E2P69_RS22185	651		old_locus_tag=E2P69_22220
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	8423	9073	+	WP_127172447.1	WP_127172447.1		hypothetical protein			E2P69_RS22185	651	216	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	9188	9985	+							E2P69_RS22190	798		old_locus_tag=E2P69_22225
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	9188	9985	+	WP_008571190.1	WP_008571190.1		ParA family protein			E2P69_RS22190	798	265	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	9985	10914	+							E2P69_RS22195	930		old_locus_tag=E2P69_22230
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	9985	10914	+	WP_008571191.1	WP_008571191.1		ParB/RepB/Spo0J family partition protein			E2P69_RS22195	930	309	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	10948	11256	+							E2P69_RS22200	309		old_locus_tag=E2P69_22235
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	10948	11256	+	WP_008571192.1	WP_008571192.1		helix-hairpin-helix domain-containing protein			E2P69_RS22200	309	102	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	11461	12426	+							E2P69_RS22210	966		old_locus_tag=E2P69_22245
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	11461	12426	+	WP_008571193.1	WP_008571193.1		SDR family NAD(P)-dependent oxidoreductase			E2P69_RS22210	966	321	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	12784	13506	+							E2P69_RS22215	723		old_locus_tag=E2P69_22250
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	12784	13506	+	WP_008571194.1	WP_008571194.1		glycosyltransferase family 2 protein			E2P69_RS22215	723	240	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	13506	13847	+							E2P69_RS22220	342		old_locus_tag=E2P69_22255
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	13506	13847	+	WP_008571195.1	WP_008571195.1		lipid-A-disaccharide synthase N-terminal domain-containing protein			E2P69_RS22220	342	113	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	14227	14799	+							E2P69_RS22225	573		old_locus_tag=E2P69_22260
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	14227	14799	+	WP_033478400.1	WP_033478400.1		hypothetical protein			E2P69_RS22225	573	190	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	14906	16292	-							E2P69_RS22230	1387		partial;old_locus_tag=E2P69_22265
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000039.1	14906	16292	-	WP_145481370.1	WP_145481370.1		phosphomannomutase/phosphoglucomutase			E2P69_RS22230	1387	461	partial
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	91	1296	-							E2P69_RS22235	1206		old_locus_tag=E2P69_22270
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	91	1296	-	WP_046935174.1	WP_046935174.1		AGE family epimerase/isomerase			E2P69_RS22235	1206	401	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	1293	2279	-							E2P69_RS22240	987		old_locus_tag=E2P69_22275
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	1293	2279	-	WP_186380443.1	WP_186380443.1		carbohydrate kinase			E2P69_RS22240	987	328	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	2276	3586	-					fucP		E2P69_RS22245	1311		old_locus_tag=E2P69_22280
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	2276	3586	-	WP_008576532.1	WP_008576532.1		L-fucose:H+ symporter permease	fucP		E2P69_RS22245	1311	436	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	3600	4775	-							E2P69_RS22250	1176		old_locus_tag=E2P69_22285
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	3600	4775	-	WP_011346982.1	WP_011346982.1		LacI family DNA-binding transcriptional regulator			E2P69_RS22250	1176	391	
gene	pseudogene	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	4914	5658	-							E2P69_RS22255	745		pseudo;old_locus_tag=E2P69_22290
CDS	without_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	4914	5658	-				transporter			E2P69_RS22255	745		pseudo
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	5989	6741	-							E2P69_RS22260	753		old_locus_tag=E2P69_22295
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	5989	6741	-	WP_033479128.1	WP_033479128.1		DUF2058 family protein			E2P69_RS22260	753	250	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	6742	6978	-							E2P69_RS22265	237		old_locus_tag=E2P69_22300
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	6742	6978	-	WP_008576524.1	WP_008576524.1		protein SlyX			E2P69_RS22265	237	78	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	6971	8320	-							E2P69_RS22270	1350		old_locus_tag=E2P69_22305
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	6971	8320	-	WP_008576522.1	WP_008576522.1		UDP-glucose/GDP-mannose dehydrogenase family protein			E2P69_RS22270	1350	449	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	8346	9317	-							E2P69_RS22275	972		old_locus_tag=E2P69_22310
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	8346	9317	-	WP_008576520.1	WP_008576520.1		FKBP-type peptidyl-prolyl cis-trans isomerase			E2P69_RS22275	972	323	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	9403	9960	-							E2P69_RS22280	558		old_locus_tag=E2P69_22315
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	9403	9960	-	WP_011346979.1	WP_011346979.1		glutathione peroxidase			E2P69_RS22280	558	185	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	10094	10342	+							E2P69_RS22285	249		old_locus_tag=E2P69_22320
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	10094	10342	+	WP_074053199.1	WP_074053199.1		hypothetical protein			E2P69_RS22285	249	82	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	10345	10707	+							E2P69_RS22290	363		old_locus_tag=E2P69_22325
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	10345	10707	+	WP_003483692.1	WP_003483692.1		GntR family transcriptional regulator			E2P69_RS22290	363	120	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	10704	11579	+							E2P69_RS22295	876		old_locus_tag=E2P69_22330
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	10704	11579	+	WP_008578099.1	WP_008578099.1		ABC transporter ATP-binding protein			E2P69_RS22295	876	291	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	11576	12562	+							E2P69_RS22300	987		old_locus_tag=E2P69_22335
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	11576	12562	+	WP_008578098.1	WP_008578098.1		hypothetical protein			E2P69_RS22300	987	328	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	12573	13391	+							E2P69_RS22305	819		old_locus_tag=E2P69_22340
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	12573	13391	+	WP_008578097.1	WP_008578097.1		DUF4097 family beta strand repeat protein			E2P69_RS22305	819	272	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	13420	13956	+							E2P69_RS22310	537		old_locus_tag=E2P69_22345
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	13420	13956	+	WP_008578096.1	WP_008578096.1		DUF2884 family protein			E2P69_RS22310	537	178	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	14323	14745	+							E2P69_RS22315	423		old_locus_tag=E2P69_22350
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	14323	14745	+	WP_014089812.1	WP_014089812.1		hypothetical protein			E2P69_RS22315	423	140	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	14875	16281	-							E2P69_RS22320	1407		old_locus_tag=E2P69_22355
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	14875	16281	-	WP_008578094.1	WP_008578094.1		class II fumarate hydratase			E2P69_RS22320	1407	468	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	16565	17887	+							E2P69_RS22325	1323		old_locus_tag=E2P69_22360
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	16565	17887	+	WP_127172328.1	WP_127172328.1		HlyC/CorC family transporter			E2P69_RS22325	1323	440	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	17898	18848	-							E2P69_RS22330	951		old_locus_tag=E2P69_22365
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	17898	18848	-	WP_008578092.1	WP_008578092.1		CAP domain-containing protein			E2P69_RS22330	951	316	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	19045	20412	+					purB		E2P69_RS22335	1368		old_locus_tag=E2P69_22370
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	19045	20412	+	WP_008578090.1	WP_008578090.1		adenylosuccinate lyase	purB		E2P69_RS22335	1368	455	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	20656	21156	+							E2P69_RS22340	501		old_locus_tag=E2P69_22375
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000040.1	20656	21156	+	WP_011346970.1	WP_011346970.1		DUF3060 domain-containing protein			E2P69_RS22340	501	166	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	16	327	+							E2P69_RS22345	312		old_locus_tag=E2P69_22380
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	16	327	+	WP_080715658.1	WP_080715658.1		elongation factor Tu			E2P69_RS22345	312	103	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	607	1275	-							E2P69_RS22350	669		old_locus_tag=E2P69_22385
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	607	1275	-	WP_031421265.1	WP_031421265.1		hypothetical protein			E2P69_RS22350	669	222	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	2286	2621	+					rpsJ		E2P69_RS22360	336		old_locus_tag=E2P69_22395
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	2286	2621	+	WP_008571672.1	WP_008571672.1		30S ribosomal protein S10	rpsJ		E2P69_RS22360	336	111	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	2633	3283	+					rplC		E2P69_RS22365	651		old_locus_tag=E2P69_22400
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	2633	3283	+	WP_005917121.1	WP_005917121.1		50S ribosomal protein L3	rplC		E2P69_RS22365	651	216	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	3296	3901	+					rplD		E2P69_RS22370	606		old_locus_tag=E2P69_22405
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	3296	3901	+	WP_005917124.1	WP_005917124.1		50S ribosomal protein L4	rplD		E2P69_RS22370	606	201	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	3898	4197	+					rplW		E2P69_RS22375	300		old_locus_tag=E2P69_22410
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	3898	4197	+	WP_002811694.1	WP_002811694.1		50S ribosomal protein L23	rplW		E2P69_RS22375	300	99	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	4208	5035	+					rplB		E2P69_RS22380	828		old_locus_tag=E2P69_22415
